0 1 2
5 355 6
5 358 4
5 359 6
5 360 7
5 361 9
5 362 10
5 363 4
5 368 4
5 370 9
5 371 6
5 372 5
5 376 9
5 379 5
5 380 9
5 381 10
5 384 2
5 385 4
5 388 9
5 390 9
5 391 3
5 394 2
5 396 2
5 397 10
5 398 7
5 399 3
5 400 5
5 401 5
5 402 7
5 403 9
5 404 8
5 407 6
5 408 4
5 409 4
5 411 8
5 414 3
5 417 2
5 419 4
5 420 5
5 421 7
5 422 6
5 423 10
5 425 5
5 427 1
5 432 1
5 434 5
5 435 4
5 436 3
5 437 10
5 440 2
5 444 10
5 445 8
5 452 10
5 454 2
5 456 4
5 457 9
5 459 3
5 461 8
5 465 4
5 468 1
5 470 3
5 471 10
5 472 4
5 475 5
5 476 5
5 477 6
5 479 6
5 480 5
5 481 4
5 482 2
5 483 2
5 484 3
5 485 5
5 487 2
5 489 2
5 491 6
5 493 6
5 494 10
5 495 1
5 496 9
5 498 7
5 1 8
5 3 10
6 9 10
6 13 9
6 15 5
6 17 9
6 19 3
6 22 1
6 23 8
6 24 6
6 26 7
6 33 3
6 34 8
6 35 6
6 36 6
6 38 9
6 39 6
6 40 10
6 42 9
6 43 10
6 46 7
6 48 9
6 49 2
6 50 1
6 52 3
6 53 6
6 58 9
6 62 4
6 64 8
6 65 2
6 66 3
6 67 7
6 68 3
6 71 9
6 72 4
6 73 9
6 75 8
6 79 2
6 81 9
6 87 3
6 89 2
6 90 3
6 92 9
6 93 9
6 97 4
6 99 10
6 100 1
6 102 7
6 104 1
6 105 9
6 106 7
6 107 7
6 108 2
6 110 3
6 111 9
6 114 5
6 115 4
6 121 4
6 123 5
6 124 7
6 126 8
6 127 7
6 128 1
6 130 5
6 133 8
6 134 1
6 135 6
6 137 1
6 138 4
6 140 4
6 143 1
6 144 5
6 145 2
6 147 8
6 148 10
6 150 7
6 153 9
6 155 9
6 156 7
6 157 5
6 158 9
6 161 7
6 164 8
6 165 8
6 166 2
6 167 9
6 168 8
6 169 4
6 173 1
6 175 2
6 176 9
6 177 8
6 179 1
6 180 1
6 182 5
6 183 4
6 184 3
6 186 2
6 187 10
6 190 6
6 191 2
6 192 2
6 193 7
6 195 9
6 197 2
6 199 6
6 202 2
6 203 5
6 204 4
6 205 10
6 209 6
6 211 6
6 219 2
6 221 6
6 222 2
6 223 6
6 231 10
6 234 10
6 236 7
6 242 6
6 243 7
6 245 2
6 246 2
6 247 2
6 249 1
6 251 4
6 252 6
6 253 5
6 254 5
6 255 4
6 256 8
6 257 10
6 261 2
6 262 8
6 263 5
6 266 1
6 273 8
6 274 5
6 275 2
6 276 8
6 279 3
6 281 5
6 283 3
6 285 5
6 288 10
6 289 1
6 290 10
6 292 3
6 293 1
6 294 3
6 295 9
6 296 9
6 299 7
6 303 2
6 305 8
6 306 1
6 308 8
6 309 1
6 311 6
6 312 6
6 313 1
6 315 6
6 318 3
6 319 9
6 320 1
6 321 2
6 322 3
6 327 10
6 329 3
6 330 5
6 335 10
6 336 3
6 338 1
6 339 8
6 340 7
6 342 3
6 343 5
6 344 6
6 348 9
6 349 5
6 350 4
6 351 6
6 353 3
6 355 5
6 357 3
6 359 6
6 360 4
6 361 5
6 363 8
6 364 3
6 366 6
6 369 2
6 373 9
6 374 4
6 377 8
6 381 3
6 383 10
6 389 9
6 390 3
6 391 5
6 392 4
6 393 4
6 394 2
6 396 3
6 397 5
6 398 9
6 400 5
6 402 9
6 403 1
6 404 6
6 405 3
6 406 4
6 408 7
6 409 7
6 410 1
6 412 4
6 413 9
6 416 3
6 418 8
6 419 9
6 420 6
6 421 2
6 423 7
6 426 2
6 428 9
6 430 7
6 432 4
6 433 7
6 435 3
6 436 10
6 437 4
6 439 7
6 441 6
6 442 5
6 444 2
6 448 3
6 450 2
6 451 9
6 452 2
6 453 7
6 454 3
6 456 8
6 457 5
6 459 10
6 464 2
6 468 3
6 470 9
6 472 2
6 473 10
6 476 4
6 477 4
6 479 1
6 480 10
6 481 3
6 484 9
6 487 9
6 490 1
6 492 2
6 493 4
6 494 6
6 495 8
6 497 7
6 1 5
6 4 8
7 8 3
7 9 3
7 10 4
7 11 9
7 12 8
7 14 6
7 15 8
7 16 9
7 18 5
7 19 4
7 21 7
7 27 10
7 28 8
7 30 10
7 32 10
7 35 2
7 39 5
7 40 3
7 44 3
7 45 7
7 47 3
7 51 10
7 54 7
7 55 5
7 57 4
7 59 4
7 61 6
7 62 8
7 63 9
7 65 8
7 69 8
7 75 5
7 80 7
7 81 4
7 83 6
7 84 5
7 85 2
7 86 4
7 88 5
7 91 1
7 94 10
7 95 3
7 99 9
7 104 10
7 105 7
7 108 5
7 109 2
7 110 6
7 115 3
7 116 10
7 117 9
7 119 6
7 121 2
7 122 3
7 123 4
7 126 5
7 127 2
7 128 1
7 130 10
7 132 2
7 134 10
7 136 6
7 138 4
7 140 4
7 141 7
7 142 4
7 143 5
7 145 8
7 147 9
7 149 10
7 150 3
7 152 8
7 163 2
7 165 10
7 168 6
7 174 2
7 175 7
7 176 9
7 179 8
7 180 7
7 184 5
7 185 10
7 186 8
7 188 10
7 189 2
7 191 9
7 193 5
7 195 6
7 196 6
7 197 2
7 198 7
7 201 10
7 202 4
7 204 6
7 205 2
7 207 4
7 209 2
7 210 1
7 211 5
7 213 2
7 214 3
7 219 2
7 220 1
7 221 10
7 222 9
7 223 9
7 225 10
7 226 3
7 230 6
7 232 9
7 236 10
7 237 3
7 238 9
7 239 10
7 240 8
7 241 1
7 242 6
7 246 10
7 247 8
7 248 9
7 251 3
7 253 7
7 254 5
7 255 10
7 257 3
7 261 8
7 262 1
7 263 10
7 270 10
7 271 1
7 272 7
7 273 2
7 275 10
7 276 3
7 277 2
7 280 2
7 283 5
7 284 2
7 286 2
7 287 10
7 289 1
7 290 7
7 291 3
7 293 5
7 294 1
7 296 5
7 297 7
7 299 8
7 301 8
7 302 7
7 303 3
7 304 1
7 305 8
7 306 6
7 307 1
7 308 2
7 310 1
7 312 1
7 313 5
7 314 9
7 316 1
7 317 8
7 320 6
7 322 3
7 323 1
7 324 3
7 328 1
7 331 10
7 332 10
7 334 3
7 335 7
7 336 4
7 337 6
7 338 6
7 340 3
7 342 9
7 343 4
7 347 1
7 348 3
7 349 4
7 352 4
7 354 10
7 356 9
7 358 9
7 359 1
7 360 3
7 362 6
7 365 9
7 366 5
7 367 1
7 369 6
7 370 6
7 371 10
7 373 10
7 377 5
7 380 7
7 381 9
7 383 2
7 385 4
7 389 5
7 391 6
7 392 2
7 397 2
7 400 7
7 401 1
7 402 2
7 404 9
7 406 5
7 408 5
7 409 2
7 411 8
7 412 7
7 413 6
7 417 10
7 418 4
7 422 4
7 429 6
7 433 2
7 434 1
7 435 3
7 436 1
7 441 8
7 442 10
7 443 2
7 446 1
7 448 7
7 449 9
7 450 3
7 453 4
7 455 10
7 457 8
7 459 1
7 461 7
7 462 4
7 464 3
7 466 9
7 469 3
7 470 8
7 473 2
7 474 1
7 476 5
7 477 7
7 478 10
7 479 3
7 482 6
7 485 5
7 487 10
7 488 3
7 492 3
7 0 10
7 2 4
7 4 2
7 5 10
8 10 10
8 11 6
8 12 7
8 14 2
8 15 2
8 16 9
8 17 5
8 18 10
8 19 6
8 25 10
8 29 3
8 30 1
8 35 1
8 38 8
8 40 8
8 42 5
8 44 5
8 45 3
8 47 10
8 48 6
8 49 4
8 50 5
8 51 2
8 54 5
8 56 6
8 60 9
8 64 1
8 66 9
8 69 5
8 71 9
8 73 8
8 75 7
8 76 5
8 77 5
8 78 4
8 79 6
8 82 4
8 85 9
8 87 6
8 88 5
8 94 1
8 95 10
8 100 5
8 111 1
8 112 3
8 113 8
8 115 7
8 117 9
8 119 8
8 120 4
8 121 2
8 122 6
8 123 1
8 124 6
8 125 2
8 128 2
8 131 2
8 132 5
8 133 2
8 135 6
8 138 9
8 139 4
8 143 5
8 145 9
8 147 6
8 148 5
8 149 7
8 150 8
8 151 4
8 152 10
8 155 10
8 157 4
8 158 5
8 161 10
8 163 3
8 164 8
8 166 5
8 167 2
8 168 10
8 169 4
8 172 9
8 173 7
8 176 7
8 177 7
8 178 4
8 179 4
8 184 3
8 185 8
8 189 2
8 190 7
8 192 9
8 194 4
8 195 8
8 197 8
8 198 4
8 201 6
8 203 5
8 204 1
8 207 2
8 209 10
8 213 7
8 214 8
8 218 1
8 223 5
8 226 5
8 227 9
8 228 8
8 230 8
8 235 1
8 237 8
8 238 4
8 241 6
8 244 2
8 245 6
8 247 4
8 251 3
8 254 6
8 256 3
8 258 10
8 262 6
8 265 8
8 266 10
8 269 6
8 270 10
8 273 3
8 277 1
8 278 10
8 279 2
8 280 1
8 282 6
8 283 1
8 287 4
8 292 7
8 293 8
8 295 2
8 298 1
8 299 2
8 301 6
8 302 5
8 307 7
8 310 6
8 313 4
8 314 3
8 317 6
8 318 2
8 326 9
8 328 5
8 329 1
8 330 2
8 332 7
8 334 1
8 337 10
8 339 3
8 340 3
8 341 5
8 345 1
8 346 6
8 347 5
8 349 7
8 352 10
8 354 7
8 355 4
8 357 5
8 361 5
8 364 9
8 367 7
8 371 1
8 372 6
8 377 7
8 380 8
8 383 6
8 384 10
8 388 10
8 391 1
8 395 2
8 400 5
8 403 3
8 406 10
8 407 6
8 409 1
8 410 5
8 411 4
8 412 1
8 413 5
8 415 3
8 419 8
8 424 4
8 425 10
8 426 6
8 429 2
8 430 4
8 436 8
8 438 3
8 442 5
8 444 4
8 451 3
8 453 5
8 454 8
8 455 4
8 456 7
8 458 9
8 460 7
8 461 9
8 462 8
8 463 4
8 469 4
8 471 10
8 473 7
8 474 7
8 479 7
8 481 8
8 482 7
8 484 10
8 488 6
8 489 6
8 492 8
8 497 9
8 0 8
8 2 1
8 4 10
8 6 1
8 7 8
9 10 8
9 12 8
9 13 5
9 14 9
9 15 3
9 16 1
9 18 4
9 19 3
9 20 1
9 25 9
9 26 5
9 27 2
9 31 4
9 34 4
9 43 2
9 44 3
9 45 10
9 49 7
9 50 1
9 51 6
9 53 1
9 57 7
9 59 10
9 60 6
9 61 2
9 63 2
9 66 4
9 69 9
9 70 5
9 71 1
9 74 9
9 77 10
9 78 1
9 79 4
9 81 9
9 83 6
9 84 9
9 85 8
9 86 9
9 87 1
9 90 6
9 94 10
9 95 3
9 96 4
9 97 5
9 100 7
9 102 1
9 104 7
9 105 5
9 106 4
9 107 8
9 110 2
9 111 5
9 112 9
9 115 4
9 117 6
9 118 4
9 120 2
9 124 3
9 125 9
9 126 2
9 127 2
9 128 7
9 132 2
9 134 5
9 135 9
9 136 2
9 137 5
9 138 10
9 139 5
9 140 6
9 141 3
9 144 6
9 146 5
9 147 6
9 149 4
9 152 2
9 154 5
9 155 8
9 158 1
9 159 9
9 160 3
9 161 7
9 163 3
9 167 7
9 172 1
9 173 8
9 176 10
9 177 10
9 178 1
9 179 8
9 181 5
9 184 2
9 185 3
9 186 7
9 187 10
